,antecedents,consequents,antecedent support,consequent support,support,confidence,lift
641,"frozenset({'rolls/buns', 'shopping bags'})",frozenset({'whole milk'}),0.06875320677270395,0.4581836839404823,0.041303232426885585,0.6007462686567164,1.311147231368354
642,frozenset({'white bread'}),"frozenset({'rolls/buns', 'whole milk'})",0.0887634684453566,0.17855310415597742,0.02077988712160082,0.23410404624277453,1.3111172015148493
643,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'white bread'}),0.17855310415597742,0.0887634684453566,0.02077988712160082,0.11637931034482758,1.3111172015148493
644,frozenset({'beef'}),"frozenset({'yogurt', 'whole milk'})",0.11954848640328374,0.15059004617752694,0.023601847101077475,0.19742489270386265,1.3110089127081033
645,"frozenset({'yogurt', 'whole milk'})",frozenset({'beef'}),0.15059004617752694,0.11954848640328374,0.023601847101077475,0.15672913117546847,1.3110089127081033
646,frozenset({'other vegetables'}),"frozenset({'beef', 'rolls/buns'})",0.3766033863519754,0.040533606977937404,0.020010261672652643,0.05313351498637602,1.3108508950436313
647,"frozenset({'beef', 'rolls/buns'})",frozenset({'other vegetables'}),0.040533606977937404,0.3766033863519754,0.020010261672652643,0.4936708860759494,1.3108508950436313
648,frozenset({'yogurt'}),frozenset({'chocolate'}),0.28296562339661363,0.08645459209851206,0.032067727039507436,0.11332728921124206,1.31083018796861
649,frozenset({'chocolate'}),frozenset({'yogurt'}),0.08645459209851206,0.28296562339661363,0.032067727039507436,0.37091988130563797,1.31083018796861
650,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'citrus fruit'})",0.3496664956387891,0.05823499230374551,0.02668034889687019,0.07630227439471754,1.310247866037925
651,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'rolls/buns'}),0.05823499230374551,0.3496664956387891,0.02668034889687019,0.4581497797356828,1.310247866037925
652,frozenset({'sausage'}),"frozenset({'whole milk', 'root vegetables'})",0.2060030785017958,0.11313494099538225,0.030528476141611083,0.1481942714819427,1.3098895016703234
653,"frozenset({'whole milk', 'root vegetables'})",frozenset({'sausage'}),0.11313494099538225,0.2060030785017958,0.030528476141611083,0.2698412698412698,1.3098895016703234
654,"frozenset({'yogurt', 'shopping bags'})",frozenset({'rolls/buns'}),0.05489994869163674,0.3496664956387891,0.025141097998973832,0.45794392523364486,1.3096591493475773
655,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'shopping bags'})",0.3496664956387891,0.05489994869163674,0.025141097998973832,0.0719002201027146,1.309659149347577
656,frozenset({'other vegetables'}),"frozenset({'yogurt', 'sausage'})",0.3766033863519754,0.07542329399692149,0.03719856336582863,0.09877384196185285,1.309593319616675
657,"frozenset({'yogurt', 'sausage'})",frozenset({'other vegetables'}),0.07542329399692149,0.3766033863519754,0.03719856336582863,0.4931972789115646,1.309593319616675
658,"frozenset({'yogurt', 'butter'})",frozenset({'whole milk'}),0.044894817855310416,0.4581836839404823,0.026936890713186248,0.6,1.309518477043673
659,"frozenset({'pip fruit', 'pastry'})",frozenset({'whole milk'}),0.04104669061056952,0.4581836839404823,0.024628014366341714,0.6,1.309518477043673
660,frozenset({'whole milk'}),"frozenset({'pip fruit', 'pastry'})",0.4581836839404823,0.04104669061056952,0.024628014366341714,0.05375139977603583,1.309518477043673
661,frozenset({'whole milk'}),"frozenset({'yogurt', 'butter'})",0.4581836839404823,0.044894817855310416,0.026936890713186248,0.058790593505039186,1.3095184770436727
662,frozenset({'soda'}),"frozenset({'rolls/buns', 'shopping bags'})",0.3134940995382247,0.06875320677270395,0.028219599794766546,0.09001636661211129,1.3092678994552605
663,"frozenset({'rolls/buns', 'shopping bags'})",frozenset({'soda'}),0.06875320677270395,0.3134940995382247,0.028219599794766546,0.4104477611940298,1.3092678994552605
664,"frozenset({'curd', 'other vegetables'})",frozenset({'rolls/buns'}),0.05156490507952796,0.3496664956387891,0.023601847101077475,0.4577114427860697,1.308994280249523
665,frozenset({'rolls/buns'}),"frozenset({'curd', 'other vegetables'})",0.3496664956387891,0.05156490507952796,0.023601847101077475,0.06749816581071166,1.3089942802495227
666,"frozenset({'pastry', 'other vegetables'})",frozenset({'bottled water'}),0.0715751667521806,0.21369933299127758,0.020010261672652643,0.2795698924731183,1.3082394248021791
667,frozenset({'bottled water'}),"frozenset({'pastry', 'other vegetables'})",0.21369933299127758,0.0715751667521806,0.020010261672652643,0.0936374549819928,1.308239424802179
668,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'coffee'}),0.14674191893278604,0.11493073370959467,0.022062596203181118,0.15034965034965034,1.3081761988011986
669,frozenset({'coffee'}),"frozenset({'rolls/buns', 'other vegetables'})",0.11493073370959467,0.14674191893278604,0.022062596203181118,0.1919642857142857,1.3081761988011986
670,"frozenset({'yogurt', 'whole milk'})",frozenset({'pip fruit'}),0.15059004617752694,0.17060030785017957,0.0336069779374038,0.22316865417376489,1.3081374646155421
671,frozenset({'pip fruit'}),"frozenset({'yogurt', 'whole milk'})",0.17060030785017957,0.15059004617752694,0.0336069779374038,0.19699248120300752,1.3081374646155421
672,frozenset({'frozen vegetables'}),frozenset({'citrus fruit'}),0.10261672652642381,0.18547973319651104,0.024884556182657773,0.2425,1.3074204702627938
673,frozenset({'citrus fruit'}),frozenset({'frozen vegetables'}),0.18547973319651104,0.10261672652642381,0.024884556182657773,0.13416320885200553,1.3074204702627938
674,frozenset({'beef'}),frozenset({'citrus fruit'}),0.11954848640328374,0.18547973319651104,0.028989225243714726,0.2424892703862661,1.3073626223591497
675,frozenset({'citrus fruit'}),frozenset({'beef'}),0.18547973319651104,0.11954848640328374,0.028989225243714726,0.15629322268326418,1.3073626223591497
676,frozenset({'yogurt'}),"frozenset({'frankfurter', 'whole milk'})",0.28296562339661363,0.06798358132375577,0.025141097998973832,0.08884859474161379,1.3069125369917378
677,"frozenset({'frankfurter', 'whole milk'})",frozenset({'yogurt'}),0.06798358132375577,0.28296562339661363,0.025141097998973832,0.36981132075471695,1.3069125369917378
678,frozenset({'bottled water'}),frozenset({'brown bread'}),0.21369933299127758,0.13596716264751155,0.03796818881477681,0.17767106842737096,1.306720424018664
679,frozenset({'brown bread'}),frozenset({'bottled water'}),0.13596716264751155,0.21369933299127758,0.03796818881477681,0.2792452830188679,1.306720424018664
680,"frozenset({'frankfurter', 'other vegetables'})",frozenset({'yogurt'}),0.061056952283222166,0.28296562339661363,0.022575679835813236,0.36974789915966383,1.3066884051898184
681,frozenset({'yogurt'}),"frozenset({'frankfurter', 'other vegetables'})",0.28296562339661363,0.061056952283222166,0.022575679835813236,0.07978241160471441,1.3066884051898184
682,frozenset({'frozen vegetables'}),"frozenset({'whole milk', 'other vegetables'})",0.10261672652642381,0.1913801949717804,0.025654181631605953,0.25,1.3063002680965148
683,"frozenset({'whole milk', 'other vegetables'})",frozenset({'frozen vegetables'}),0.1913801949717804,0.10261672652642381,0.025654181631605953,0.13404825737265416,1.3063002680965148
684,"frozenset({'other vegetables', 'bottled water'})",frozenset({'whole milk'}),0.09389430477167779,0.4581836839404823,0.056182657773217036,0.5983606557377049,1.305940557707488
685,frozenset({'whole milk'}),"frozenset({'other vegetables', 'bottled water'})",0.4581836839404823,0.09389430477167779,0.056182657773217036,0.12262038073908174,1.305940557707488
686,frozenset({'shopping bags'}),"frozenset({'yogurt', 'whole milk'})",0.16829143150333503,0.15059004617752694,0.03309389430477168,0.19664634146341464,1.305838908048365
687,"frozenset({'yogurt', 'whole milk'})",frozenset({'shopping bags'}),0.15059004617752694,0.16829143150333503,0.03309389430477168,0.21976149914821125,1.305838908048365
688,frozenset({'newspapers'}),frozenset({'butter'}),0.13981528989225245,0.12647511544381734,0.023088763468445357,0.16513761467889906,1.3056925395909706
689,frozenset({'butter'}),frozenset({'newspapers'}),0.12647511544381734,0.13981528989225245,0.023088763468445357,0.18255578093306288,1.3056925395909706
690,"frozenset({'whole milk', 'citrus fruit'})",frozenset({'yogurt'}),0.09235505387378143,0.28296562339661363,0.034120061570035914,0.3694444444444444,1.3056159967764682
691,frozenset({'yogurt'}),"frozenset({'whole milk', 'citrus fruit'})",0.28296562339661363,0.09235505387378143,0.034120061570035914,0.12058023572076156,1.3056159967764682
692,frozenset({'citrus fruit'}),"frozenset({'yogurt', 'soda'})",0.18547973319651104,0.09748589020010262,0.023601847101077475,0.1272475795297372,1.3052922763339883
693,"frozenset({'yogurt', 'soda'})",frozenset({'citrus fruit'}),0.09748589020010262,0.18547973319651104,0.023601847101077475,0.2421052631578947,1.3052922763339883
694,"frozenset({'yogurt', 'whole milk'})",frozenset({'pastry'}),0.15059004617752694,0.1775269368907132,0.034889687018984095,0.23168654173764905,1.3050782365510925
695,frozenset({'pastry'}),"frozenset({'yogurt', 'whole milk'})",0.1775269368907132,0.15059004617752694,0.034889687018984095,0.19653179190751444,1.3050782365510925
696,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'yogurt'}),0.17855310415597742,0.28296562339661363,0.0659312467932273,0.36925287356321845,1.304938985629579
697,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'whole milk'})",0.28296562339661363,0.17855310415597742,0.0659312467932273,0.2330009066183137,1.3049389856295788
698,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'canned beer'})",0.28296562339661363,0.06670087224217547,0.024628014366341714,0.08703535811423392,1.3048608689587842
699,"frozenset({'rolls/buns', 'canned beer'})",frozenset({'yogurt'}),0.06670087224217547,0.28296562339661363,0.024628014366341714,0.36923076923076925,1.304860868958784
700,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'tropical fruit'})",0.28296562339661363,0.08825038481272447,0.03258081067213956,0.11514052583862196,1.3047028189504315
701,"frozenset({'rolls/buns', 'tropical fruit'})",frozenset({'yogurt'}),0.08825038481272447,0.28296562339661363,0.03258081067213956,0.36918604651162795,1.3047028189504315
702,frozenset({'tropical fruit'}),frozenset({'waffles'}),0.2337095946639302,0.06900974858902001,0.02103642893791688,0.09001097694840834,1.3043226325089061
703,frozenset({'waffles'}),frozenset({'tropical fruit'}),0.06900974858902001,0.2337095946639302,0.02103642893791688,0.3048327137546468,1.304322632508906
704,frozenset({'whole milk'}),"frozenset({'yogurt', 'frankfurter'})",0.4581836839404823,0.04207285787583376,0.025141097998973832,0.054871220604703244,1.3041952312020322
705,"frozenset({'yogurt', 'frankfurter'})",frozenset({'whole milk'}),0.04207285787583376,0.4581836839404823,0.025141097998973832,0.5975609756097561,1.304195231202032
706,"frozenset({'yogurt', 'whole milk'})",frozenset({'newspapers'}),0.15059004617752694,0.13981528989225245,0.02744997434581837,0.18228279386712096,1.3037400559523622
707,frozenset({'newspapers'}),"frozenset({'yogurt', 'whole milk'})",0.13981528989225245,0.15059004617752694,0.02744997434581837,0.19633027522935778,1.3037400559523622
708,"frozenset({'sausage', 'shopping bags'})",frozenset({'whole milk'}),0.03694202154951257,0.4581836839404823,0.022062596203181118,0.5972222222222222,1.3034558915018042
709,frozenset({'whole milk'}),"frozenset({'sausage', 'shopping bags'})",0.4581836839404823,0.03694202154951257,0.022062596203181118,0.048152295632698766,1.303455891501804
710,frozenset({'rolls/buns'}),"frozenset({'sausage', 'whole milk'})",0.3496664956387891,0.10697793740379682,0.04874294510005131,0.1393983859134263,1.3030573340300615
711,"frozenset({'sausage', 'whole milk'})",frozenset({'rolls/buns'}),0.10697793740379682,0.3496664956387891,0.04874294510005131,0.4556354916067146,1.3030573340300615
712,frozenset({'whole milk'}),"frozenset({'yogurt', 'other vegetables'})",0.4581836839404823,0.12031811185223192,0.07183170856849666,0.15677491601343785,1.3030034597449482
713,"frozenset({'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.12031811185223192,0.4581836839404823,0.07183170856849666,0.5970149253731343,1.303003459744948
714,frozenset({'yogurt'}),"frozenset({'pip fruit', 'soda'})",0.28296562339661363,0.06054386865059005,0.022319138019497177,0.07887579329102448,1.302787467154294
715,"frozenset({'pip fruit', 'soda'})",frozenset({'yogurt'}),0.06054386865059005,0.28296562339661363,0.022319138019497177,0.36864406779661013,1.302787467154294
716,frozenset({'frankfurter'}),"frozenset({'whole milk', 'root vegetables'})",0.1375064135454079,0.11313494099538225,0.020266803488968702,0.14738805970149255,1.3027633939147798
717,"frozenset({'whole milk', 'root vegetables'})",frozenset({'frankfurter'}),0.11313494099538225,0.1375064135454079,0.020266803488968702,0.17913832199546484,1.3027633939147796
718,"frozenset({'frankfurter', 'whole milk'})",frozenset({'other vegetables'}),0.06798358132375577,0.3766033863519754,0.033350436121087734,0.490566037735849,1.3026065497917843
719,frozenset({'other vegetables'}),"frozenset({'frankfurter', 'whole milk'})",0.3766033863519754,0.06798358132375577,0.033350436121087734,0.08855585831062669,1.3026065497917843
720,"frozenset({'whole milk', 'other vegetables'})",frozenset({'cream cheese '}),0.1913801949717804,0.08850692662904053,0.022062596203181118,0.11528150134048257,1.3025138905078293
721,frozenset({'cream cheese '}),"frozenset({'whole milk', 'other vegetables'})",0.08850692662904053,0.1913801949717804,0.022062596203181118,0.2492753623188406,1.3025138905078293
722,frozenset({'shopping bags'}),"frozenset({'whole milk', 'bottled water'})",0.16829143150333503,0.11236531554643407,0.024628014366341714,0.14634146341463417,1.3023722018042099
723,"frozenset({'whole milk', 'bottled water'})",frozenset({'shopping bags'}),0.11236531554643407,0.16829143150333503,0.024628014366341714,0.2191780821917808,1.3023722018042099
724,frozenset({'soda'}),"frozenset({'other vegetables', 'newspapers'})",0.3134940995382247,0.05156490507952796,0.02103642893791688,0.06710310965630115,1.301332942488865
725,"frozenset({'other vegetables', 'newspapers'})",frozenset({'soda'}),0.05156490507952796,0.3134940995382247,0.02103642893791688,0.4079601990049751,1.301332942488865
726,frozenset({'root vegetables'}),frozenset({'salty snack'}),0.23063109286813752,0.06926629040533606,0.02077988712160082,0.09010011123470522,1.3007786429365962
727,frozenset({'salty snack'}),frozenset({'root vegetables'}),0.06926629040533606,0.23063109286813752,0.02077988712160082,0.3,1.3007786429365962
728,"frozenset({'beef', 'whole milk'})",frozenset({'yogurt'}),0.06413545407901487,0.28296562339661363,0.023601847101077475,0.36800000000000005,1.3005113327289213
729,frozenset({'yogurt'}),"frozenset({'beef', 'whole milk'})",0.28296562339661363,0.06413545407901487,0.023601847101077475,0.08340888485947416,1.3005113327289213
730,"frozenset({'yogurt', 'coffee'})",frozenset({'whole milk'}),0.03617239610056439,0.4581836839404823,0.021549512570549,0.5957446808510638,1.3002311119582568
731,frozenset({'whole milk'}),"frozenset({'yogurt', 'coffee'})",0.4581836839404823,0.03617239610056439,0.021549512570549,0.04703247480403135,1.3002311119582568
732,frozenset({'margarine'}),"frozenset({'rolls/buns', 'other vegetables'})",0.11698306824012314,0.14674191893278604,0.022319138019497177,0.1907894736842105,1.3001702245123297
733,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'margarine'}),0.14674191893278604,0.11698306824012314,0.022319138019497177,0.15209790209790208,1.3001702245123297
734,"frozenset({'frankfurter', 'other vegetables'})",frozenset({'soda'}),0.061056952283222166,0.3134940995382247,0.024884556182657773,0.40756302521008403,1.3000660165866675
735,frozenset({'soda'}),"frozenset({'frankfurter', 'other vegetables'})",0.3134940995382247,0.061056952283222166,0.024884556182657773,0.07937806873977087,1.3000660165866673
736,frozenset({'whole milk'}),"frozenset({'yogurt', 'frozen vegetables'})",0.4581836839404823,0.0336069779374038,0.020010261672652643,0.043673012318029114,1.2995221527914311
737,"frozenset({'yogurt', 'frozen vegetables'})",frozenset({'whole milk'}),0.0336069779374038,0.4581836839404823,0.020010261672652643,0.5954198473282443,1.2995221527914311
738,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'butter'}),0.14674191893278604,0.12647511544381734,0.024114930733709596,0.16433566433566435,1.2993517638548067
739,frozenset({'butter'}),"frozenset({'rolls/buns', 'other vegetables'})",0.12647511544381734,0.14674191893278604,0.024114930733709596,0.1906693711967546,1.2993517638548067
740,frozenset({'root vegetables'}),"frozenset({'other vegetables', 'bottled beer'})",0.23063109286813752,0.06849666495638788,0.02052334530528476,0.0889877641824249,1.2991546995621435
741,"frozenset({'other vegetables', 'bottled beer'})",frozenset({'root vegetables'}),0.06849666495638788,0.23063109286813752,0.02052334530528476,0.299625468164794,1.2991546995621435
742,frozenset({'curd'}),frozenset({'pork'}),0.12083119548486403,0.13237557721908672,0.02077988712160082,0.17197452229299362,1.2991408680195526
743,frozenset({'pork'}),frozenset({'curd'}),0.13237557721908672,0.12083119548486403,0.02077988712160082,0.1569767441860465,1.2991408680195526
744,"frozenset({'yogurt', 'sausage'})",frozenset({'whole milk'}),0.07542329399692149,0.4581836839404823,0.044894817855310416,0.5952380952380953,1.2991254732576123
745,frozenset({'whole milk'}),"frozenset({'yogurt', 'sausage'})",0.4581836839404823,0.07542329399692149,0.044894817855310416,0.09798432250839866,1.2991254732576123
746,"frozenset({'root vegetables', 'soda'})",frozenset({'bottled water'}),0.08132375577219086,0.21369933299127758,0.022575679835813236,0.277602523659306,1.2990331779399458
747,frozenset({'bottled water'}),"frozenset({'root vegetables', 'soda'})",0.21369933299127758,0.08132375577219086,0.022575679835813236,0.10564225690276109,1.2990331779399455
748,"frozenset({'other vegetables', 'citrus fruit'})",frozenset({'yogurt'}),0.07747562852744998,0.28296562339661363,0.028476141611082608,0.3675496688741722,1.2989198633468027
749,frozenset({'yogurt'}),"frozenset({'other vegetables', 'citrus fruit'})",0.28296562339661363,0.07747562852744998,0.028476141611082608,0.10063463281958297,1.2989198633468027
750,"frozenset({'brown bread', 'soda'})",frozenset({'other vegetables'}),0.04720369420215495,0.3766033863519754,0.023088763468445357,0.4891304347826087,1.2987945741025946
751,frozenset({'other vegetables'}),"frozenset({'brown bread', 'soda'})",0.3766033863519754,0.04720369420215495,0.023088763468445357,0.06130790190735695,1.2987945741025946
752,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'other vegetables'}),0.05823499230374551,0.3766033863519754,0.028476141611082608,0.48898678414096924,1.298413136635898
753,frozenset({'other vegetables'}),"frozenset({'yogurt', 'citrus fruit'})",0.3766033863519754,0.05823499230374551,0.028476141611082608,0.07561307901907358,1.298413136635898
754,frozenset({'other vegetables'}),"frozenset({'brown bread', 'whole milk'})",0.3766033863519754,0.06977937403796819,0.034120061570035914,0.09059945504087193,1.298370131431319
755,"frozenset({'brown bread', 'whole milk'})",frozenset({'other vegetables'}),0.06977937403796819,0.3766033863519754,0.034120061570035914,0.4889705882352941,1.298370131431319
756,"frozenset({'whole milk', 'root vegetables'})","frozenset({'rolls/buns', 'other vegetables'})",0.11313494099538225,0.14674191893278604,0.021549512570549,0.19047619047619047,1.298035298035298
757,"frozenset({'rolls/buns', 'other vegetables'})","frozenset({'whole milk', 'root vegetables'})",0.14674191893278604,0.11313494099538225,0.021549512570549,0.14685314685314685,1.298035298035298
758,frozenset({'other vegetables'}),"frozenset({'pip fruit', 'yogurt'})",0.3766033863519754,0.056695741405849154,0.027706516162134428,0.07356948228882834,1.2976191943975244
759,"frozenset({'pip fruit', 'yogurt'})",frozenset({'other vegetables'}),0.056695741405849154,0.3766033863519754,0.027706516162134428,0.48868778280542985,1.2976191943975242
760,frozenset({'sausage'}),"frozenset({'whole milk', 'bottled beer'})",0.2060030785017958,0.08542842483324782,0.022832221652129298,0.11083437110834371,1.2973945302712426
761,"frozenset({'whole milk', 'bottled beer'})",frozenset({'sausage'}),0.08542842483324782,0.2060030785017958,0.022832221652129298,0.2672672672672673,1.2973945302712426
762,"frozenset({'sausage', 'root vegetables'})",frozenset({'other vegetables'}),0.056182657773217036,0.3766033863519754,0.02744997434581837,0.4885844748858447,1.2973448794993343
763,frozenset({'other vegetables'}),"frozenset({'sausage', 'root vegetables'})",0.3766033863519754,0.056182657773217036,0.02744997434581837,0.07288828337874659,1.2973448794993343
764,frozenset({'whole milk'}),"frozenset({'citrus fruit', 'shopping bags'})",0.4581836839404823,0.03540277065161621,0.02103642893791688,0.04591265397536394,1.2968661246084685
765,"frozenset({'citrus fruit', 'shopping bags'})",frozenset({'whole milk'}),0.03540277065161621,0.4581836839404823,0.02103642893791688,0.5942028985507246,1.2968661246084683
766,frozenset({'pastry'}),frozenset({'brown bread'}),0.1775269368907132,0.13596716264751155,0.03129810159055926,0.17630057803468208,1.2966408550550768
767,frozenset({'brown bread'}),frozenset({'pastry'}),0.13596716264751155,0.1775269368907132,0.03129810159055926,0.23018867924528302,1.2966408550550768
768,"frozenset({'rolls/buns', 'whole milk', 'soda'})",frozenset({'other vegetables'}),0.06516162134427912,0.3766033863519754,0.03181118522319138,0.4881889763779527,1.2962947070308308
769,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'whole milk', 'soda'})",0.3766033863519754,0.06516162134427912,0.03181118522319138,0.08446866485013624,1.2962947070308308
770,frozenset({'soda'}),"frozenset({'other vegetables', 'coffee'})",0.3134940995382247,0.04925602873268343,0.020010261672652643,0.06382978723404256,1.2958776595744683
771,"frozenset({'other vegetables', 'coffee'})",frozenset({'soda'}),0.04925602873268343,0.3134940995382247,0.020010261672652643,0.40625,1.295877659574468
772,frozenset({'domestic eggs'}),frozenset({'newspapers'}),0.1331452026680349,0.13981528989225245,0.024114930733709596,0.1811175337186898,1.2954057732760602
773,frozenset({'newspapers'}),frozenset({'domestic eggs'}),0.13981528989225245,0.1331452026680349,0.024114930733709596,0.1724770642201835,1.2954057732760602
774,"frozenset({'whole milk', 'soda'})",frozenset({'pork'}),0.15110312981015905,0.13237557721908672,0.025910723447922012,0.17147707979626486,1.2953830562903883
775,frozenset({'pork'}),"frozenset({'whole milk', 'soda'})",0.13237557721908672,0.15110312981015905,0.025910723447922012,0.19573643410852712,1.2953830562903883
776,"frozenset({'frankfurter', 'whole milk'})",frozenset({'rolls/buns'}),0.06798358132375577,0.3496664956387891,0.03078501795792714,0.4528301886792453,1.295034538130373
777,"frozenset({'yogurt', 'whole milk', 'soda'})",frozenset({'rolls/buns'}),0.05438686505900462,0.3496664956387891,0.024628014366341714,0.4528301886792453,1.295034538130373
778,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'whole milk', 'soda'})",0.3496664956387891,0.05438686505900462,0.024628014366341714,0.07043286867204696,1.2950345381303727
779,frozenset({'rolls/buns'}),"frozenset({'frankfurter', 'whole milk'})",0.3496664956387891,0.06798358132375577,0.03078501795792714,0.0880410858400587,1.2950345381303727
780,frozenset({'domestic eggs'}),"frozenset({'rolls/buns', 'whole milk'})",0.1331452026680349,0.17855310415597742,0.03078501795792714,0.23121387283236994,1.2949305693973823
781,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'domestic eggs'}),0.17855310415597742,0.1331452026680349,0.03078501795792714,0.1724137931034483,1.2949305693973823
782,frozenset({'frozen vegetables'}),"frozenset({'yogurt', 'whole milk'})",0.10261672652642381,0.15059004617752694,0.020010261672652643,0.195,1.2949063032367973
783,"frozenset({'yogurt', 'whole milk'})",frozenset({'frozen vegetables'}),0.15059004617752694,0.10261672652642381,0.020010261672652643,0.13287904599659284,1.2949063032367971
784,frozenset({'bottled water'}),"frozenset({'whole milk', 'root vegetables'})",0.21369933299127758,0.11313494099538225,0.03129810159055926,0.14645858343337337,1.2945477510732186
785,"frozenset({'whole milk', 'root vegetables'})",frozenset({'bottled water'}),0.11313494099538225,0.21369933299127758,0.03129810159055926,0.2766439909297052,1.2945477510732184
786,frozenset({'canned beer'}),frozenset({'pastry'}),0.16521292970754234,0.1775269368907132,0.03796818881477681,0.22981366459627328,1.2945284170466376
787,frozenset({'pastry'}),frozenset({'canned beer'}),0.1775269368907132,0.16521292970754234,0.03796818881477681,0.21387283236994217,1.2945284170466376
788,"frozenset({'frankfurter', 'soda'})",frozenset({'other vegetables'}),0.051051821446895844,0.3766033863519754,0.024884556182657773,0.48743718592964824,1.2942984678159188
789,frozenset({'other vegetables'}),"frozenset({'frankfurter', 'soda'})",0.3766033863519754,0.051051821446895844,0.024884556182657773,0.06607629427792916,1.2942984678159188
790,frozenset({'bottled beer'}),"frozenset({'whole milk', 'bottled water'})",0.15879938429964083,0.11236531554643407,0.023088763468445357,0.14539579967689825,1.2939562263482862
791,"frozenset({'whole milk', 'bottled water'})",frozenset({'bottled beer'}),0.11236531554643407,0.15879938429964083,0.023088763468445357,0.2054794520547945,1.293956226348286
792,frozenset({'sausage'}),frozenset({'yogurt'}),0.2060030785017958,0.28296562339661363,0.07542329399692149,0.3661270236612702,1.2938922377439994
793,frozenset({'yogurt'}),frozenset({'sausage'}),0.28296562339661363,0.2060030785017958,0.07542329399692149,0.2665457842248413,1.2938922377439992
794,"frozenset({'pip fruit', 'yogurt'})",frozenset({'whole milk'}),0.056695741405849154,0.4581836839404823,0.0336069779374038,0.5927601809954751,1.2937173491155443
795,frozenset({'whole milk'}),"frozenset({'pip fruit', 'yogurt'})",0.4581836839404823,0.056695741405849154,0.0336069779374038,0.07334826427771557,1.2937173491155443
796,"frozenset({'whole milk', 'shopping bags'})",frozenset({'rolls/buns'}),0.09132888660851719,0.3496664956387891,0.041303232426885585,0.45224719101123595,1.2933672417914879
797,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'shopping bags'})",0.3496664956387891,0.09132888660851719,0.041303232426885585,0.11812179016874542,1.2933672417914877
798,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'butter'})",0.3766033863519754,0.049512570548999484,0.024114930733709596,0.06403269754768393,1.293261425082238
799,"frozenset({'rolls/buns', 'butter'})",frozenset({'other vegetables'}),0.049512570548999484,0.3766033863519754,0.024114930733709596,0.4870466321243524,1.293261425082238
800,"frozenset({'sausage', 'whole milk'})",frozenset({'pip fruit'}),0.10697793740379682,0.17060030785017957,0.023601847101077475,0.22062350119904076,1.2932186581561818
801,frozenset({'pip fruit'}),"frozenset({'sausage', 'whole milk'})",0.17060030785017957,0.10697793740379682,0.023601847101077475,0.13834586466165413,1.2932186581561818
802,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'soda'}),0.05823499230374551,0.3134940995382247,0.023601847101077475,0.4052863436123348,1.292803737643929
803,frozenset({'soda'}),"frozenset({'yogurt', 'citrus fruit'})",0.3134940995382247,0.05823499230374551,0.023601847101077475,0.07528641571194764,1.292803737643929
804,frozenset({'bottled water'}),"frozenset({'sausage', 'other vegetables'})",0.21369933299127758,0.09286813750641354,0.025654181631605953,0.12004801920768308,1.2926717648385324
805,"frozenset({'sausage', 'other vegetables'})",frozenset({'bottled water'}),0.09286813750641354,0.21369933299127758,0.025654181631605953,0.27624309392265195,1.2926717648385322
806,frozenset({'root vegetables'}),"frozenset({'frankfurter', 'whole milk'})",0.23063109286813752,0.06798358132375577,0.020266803488968702,0.0878754171301446,1.2925976451822778
807,"frozenset({'frankfurter', 'whole milk'})",frozenset({'root vegetables'}),0.06798358132375577,0.23063109286813752,0.020266803488968702,0.2981132075471698,1.2925976451822778
808,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'yogurt'})",0.4581836839404823,0.11133914828116984,0.0659312467932273,0.1438969764837626,1.2924203095246696
809,"frozenset({'rolls/buns', 'yogurt'})",frozenset({'whole milk'}),0.11133914828116984,0.4581836839404823,0.0659312467932273,0.5921658986175116,1.2924203095246696
810,frozenset({'whole milk'}),"frozenset({'whipped/sour cream', 'sausage'})",0.4581836839404823,0.038994356080041044,0.023088763468445357,0.05039193729003359,1.2922879707667827
811,"frozenset({'whipped/sour cream', 'sausage'})",frozenset({'whole milk'}),0.038994356080041044,0.4581836839404823,0.023088763468445357,0.5921052631578948,1.2922879707667827
812,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'shopping bags'})",0.28296562339661363,0.06875320677270395,0.025141097998973832,0.08884859474161379,1.2922829190403378
813,"frozenset({'rolls/buns', 'shopping bags'})",frozenset({'yogurt'}),0.06875320677270395,0.28296562339661363,0.025141097998973832,0.3656716417910447,1.2922829190403375
